Datum,Unternehmen,Produkt,Modifikation,Produktionslinie,Schicht,Stueckzahl,Ausschuss,Betriebsstunden,Stillstandszeit_Min,MaxTemperatur,Durchschnittstemperatur,Softwareversion,Firmwareversion,EndOfLine_Test,Materialkosten,Energieverbrauch_kWh,Auftragsnummer,Status,Fehlercode,Mitarbeiter_Produktion
2021-05-12,TechSystems AG,Automation Unit,AU-700,Linie 2,Früh,269,26,8.8,27,79.0,76.7,v4.3,f1.6,Bestanden,4891.86,34.11,A-57216,abgeschlossen,VIBRATION,120
2021-05-12,ControlWare KG,Industrie-Server,SRV-500,Linie 4,Früh,263,5,4.7,37,56.6,54.2,v1.5,f3.7,Bestanden,7182.85,26.21,A-27242,in Produktion,-,75
2021-05-13,ControlWare KG,Edge Controller,EC-210,Linie 4,Früh,297,16,5.6,6,46.1,39.2,v4.7,f3.4,Bestanden,5468.17,5.48,A-25399,abgeschlossen,I/O_ERROR,75
2021-05-13,NextFactory Solutions,Industrie-PC,IPC-150,Linie 3,Nacht,50,2,4.0,14,53.0,50.1,v2.8,f2.6,Bestanden,7775.8,8.35,A-50607,abgeschlossen,TEMP_HIGH,110
2021-05-13,NextFactory Solutions,Embedded Box PC,EPC-30,Linie 4,Spät,294,17,7.8,51,82.1,79.6,v3.9,f2.2,Bestanden,9458.51,20.37,A-74526,pausiert,TEMP_HIGH,110
2021-05-13,NextFactory Solutions,Control Panel,CP-400,Linie 2,Nacht,205,12,2.3,48,83.9,77.1,v4.9,f2.0,Bestanden,1438.7,34.44,A-62036,abgeschlossen,POWER_FAIL,110
2021-05-13,NextFactory Solutions,IO-Gateway,IOGW-55,Linie 4,Spät,236,16,1.8,25,82.4,73.0,v4.5,f3.2,Bestanden,3913.02,33.36,A-93034,Fehler,POWER_FAIL,110
2021-05-13,NextFactory Solutions,IO-Gateway,IOGW-55,Linie 4,Früh,200,14,2.7,21,45.7,42.9,v4.1,f3.3,Bestanden,4118.21,39.89,A-94995,in Produktion,I/O_ERROR,110
2021-05-14,NextFactory Solutions,Automation Unit,AU-710,Linie 1,Nacht,238,5,4.0,41,84.5,79.2,v1.4,f3.0,Bestanden,7869.31,18.11,A-20176,Fehler,-,110
2021-05-14,ControlWare KG,Automation Unit,AU-710,Linie 1,Spät,40,2,11.2,46,79.6,74.5,v1.8,f1.2,Bestanden,7275.45,9.19,A-90121,in Produktion,TEMP_HIGH,75
2021-05-14,Industrium GmbH,Industrie-PC,IPC-150,Linie 2,Früh,50,0,7.2,40,68.9,59.7,v1.9,f1.0,Bestanden,8179.55,25.34,A-10856,pausiert,I/O_ERROR,90
2021-05-14,ControlWare KG,Industrie-Server,SRV-520,Linie 4,Nacht,46,1,8.6,0,49.0,40.0,v4.8,f1.3,Bestanden,1834.75,37.32,A-99329,Fehler,VIBRATION,75
2021-05-14,NextFactory Solutions,Industrie-Server,SRV-500,Linie 1,Nacht,231,12,6.2,11,86.3,82.0,v4.5,f2.1,Bestanden,6253.99,32.93,A-65784,Fehler,I/O_ERROR,110
2021-05-15,TechSystems AG,Industrie-PC,IPC-150,Linie 3,Früh,147,8,10.6,4,50.0,47.2,v3.3,f3.8,Bestanden,7450.96,28.48,A-62430,in Produktion,I/O_ERROR,120
2021-05-15,ControlWare KG,Monitoring Unit,MON-800,Linie 4,Spät,188,18,6.9,29,71.7,61.9,v2.2,f2.6,Bestanden,4212.1,6.81,A-12377,in Produktion,TEMP_HIGH,75
2021-05-15,Industrium GmbH,Embedded Box PC,EPC-30,Linie 3,Nacht,74,1,4.1,54,64.7,60.2,v2.9,f1.2,Bestanden,2078.32,32.27,A-95128,abgeschlossen,VIBRATION,90
2021-05-15,NextFactory Solutions,Robust Panel PC,RPPC-1000,Linie 3,Nacht,53,1,3.2,41,53.0,46.8,v4.3,f2.6,Bestanden,7551.21,22.24,A-46218,Fehler,POWER_FAIL,110
2021-05-16,Industrium GmbH,Robust Panel PC,RPPC-1000,Linie 2,Früh,135,5,11.2,16,58.3,53.8,v4.1,f3.3,Bestanden,5892.63,29.46,A-12133,pausiert,VIBRATION,90
2021-05-16,NextFactory Solutions,Industrie-Server,SRV-520,Linie 4,Nacht,252,5,4.5,32,52.7,46.9,v3.1,f1.9,Bestanden,4236.06,25.73,A-87960,Fehler,TEMP_HIGH,110
2021-05-16,TechSystems AG,Industrie-PC,IPC-150,Linie 4,Spät,24,1,7.7,53,62.3,55.6,v1.7,f1.9,Bestanden,8996.93,10.36,A-57185,abgeschlossen,TEMP_HIGH,120
2021-05-16,TechSystems AG,Embedded Box PC,EPC-30,Linie 4,Früh,112,11,5.0,6,47.8,45.3,v4.9,f2.3,Nicht bestanden,3076.99,18.96,A-63490,abgeschlossen,VIBRATION,120
2021-05-16,NextFactory Solutions,Industrie-PC,IPC-110,Linie 4,Früh,259,12,2.8,49,61.5,59.8,v3.6,f2.2,Bestanden,5287.09,30.97,A-35250,Fehler,POWER_FAIL,110
2021-05-16,ControlWare KG,Control Panel,CP-400,Linie 1,Früh,235,4,4.9,38,56.1,51.3,v1.7,f2.4,Bestanden,7743.27,8.16,A-10953,in Produktion,TEMP_HIGH,75
2021-05-17,TechSystems AG,Robust Panel PC,RPPC-1100,Linie 4,Spät,145,10,8.6,30,46.8,42.3,v4.9,f2.3,Bestanden,2848.08,27.83,A-23205,pausiert,I/O_ERROR,120
2021-05-17,ControlWare KG,HMI-Terminal,HMI-10,Linie 1,Nacht,20,1,9.1,21,87.3,80.6,v4.2,f2.5,Bestanden,9726.76,35.5,A-91606,Fehler,VIBRATION,75
2021-05-17,ControlWare KG,Monitoring Unit,MON-820,Linie 1,Spät,101,3,10.3,15,82.4,75.2,v4.0,f2.6,Bestanden,7803.35,33.85,A-34840,Fehler,-,75
2021-05-17,ControlWare KG,Robust Panel PC,RPPC-1000,Linie 1,Spät,233,13,1.8,39,69.7,68.2,v1.0,f1.2,Bestanden,7706.19,26.96,A-87467,Fehler,POWER_FAIL,75
2021-05-17,Industrium GmbH,HMI-Terminal,HMI-15,Linie 1,Spät,227,6,1.7,34,76.5,67.0,v3.5,f2.2,Bestanden,4478.85,23.61,A-29670,abgeschlossen,-,90
2021-05-18,Industrium GmbH,Industrie-Server,SRV-500,Linie 1,Früh,178,17,9.2,52,80.4,74.9,v1.4,f2.6,Bestanden,3111.63,36.03,A-16613,pausiert,-,90
2021-05-18,TechSystems AG,IO-Gateway,IOGW-50,Linie 2,Nacht,186,9,4.9,50,63.7,57.6,v2.7,f3.0,Bestanden,4151.74,32.6,A-68335,Fehler,-,120
2021-05-18,ControlWare KG,Control Panel,CP-400,Linie 1,Früh,287,6,5.9,39,49.9,43.8,v4.3,f1.7,Bestanden,9320.79,11.58,A-71354,pausiert,POWER_FAIL,75
2021-05-18,TechSystems AG,Edge Controller,EC-210,Linie 2,Früh,135,9,1.9,47,66.2,60.2,v1.8,f2.4,Bestanden,9403.98,23.12,A-68988,Fehler,TEMP_HIGH,120
2021-05-18,NextFactory Solutions,Monitoring Unit,MON-820,Linie 4,Spät,53,1,10.1,42,78.1,70.8,v4.8,f1.2,Bestanden,1839.92,11.27,A-79039,abgeschlossen,-,110
2021-05-19,Industrium GmbH,Robust Panel PC,RPPC-1000,Linie 1,Früh,274,5,9.1,24,82.5,78.5,v3.7,f1.5,Bestanden,6377.87,23.85,A-56375,in Produktion,TEMP_HIGH,90
2021-05-19,TechSystems AG,IO-Gateway,IOGW-50,Linie 2,Nacht,270,15,4.6,29,58.9,52.4,v4.4,f2.1,Bestanden,7707.32,6.33,A-51940,in Produktion,POWER_FAIL,120
2021-05-19,Industrium GmbH,Automation Unit,AU-710,Linie 1,Nacht,55,1,1.6,7,47.3,44.9,v3.9,f1.1,Bestanden,7750.16,25.76,A-83195,pausiert,VIBRATION,90
2021-05-19,Industrium GmbH,Monitoring Unit,MON-820,Linie 3,Spät,185,10,3.3,23,52.4,49.3,v1.7,f3.1,Bestanden,8737.9,10.25,A-57686,Fehler,I/O_ERROR,90
2021-05-20,ControlWare KG,Monitoring Unit,MON-800,Linie 2,Spät,221,16,2.6,33,78.2,73.1,v1.3,f1.4,Bestanden,1749.22,16.25,A-38379,pausiert,I/O_ERROR,75
2021-05-20,TechSystems AG,Automation Unit,AU-710,Linie 1,Nacht,43,1,3.6,40,75.6,74.4,v3.0,f3.4,Bestanden,2327.91,6.97,A-62958,in Produktion,POWER_FAIL,120
2021-05-20,NextFactory Solutions,HMI-Terminal,HMI-10,Linie 4,Früh,298,8,1.2,23,74.4,65.8,v2.2,f2.6,Bestanden,9809.61,36.65,A-47589,abgeschlossen,TEMP_HIGH,110
2021-05-20,Industrium GmbH,Industrie-PC,IPC-110,Linie 2,Nacht,226,8,6.0,40,64.5,56.5,v1.7,f3.1,Bestanden,2835.19,9.65,A-62413,abgeschlossen,VIBRATION,90
2021-05-20,ControlWare KG,Monitoring Unit,MON-820,Linie 3,Spät,268,5,6.4,48,75.2,68.6,v3.0,f1.7,Bestanden,7990.75,21.21,A-88618,Fehler,I/O_ERROR,75
2021-05-20,ControlWare KG,Edge Controller,EC-250,Linie 3,Spät,28,0,2.4,58,75.3,74.0,v3.4,f1.4,Bestanden,9498.46,15.48,A-42994,Fehler,POWER_FAIL,75
2021-05-21,Industrium GmbH,Monitoring Unit,MON-800,Linie 2,Früh,173,7,2.8,16,44.3,39.0,v3.6,f1.4,Bestanden,2808.1,35.44,A-70897,in Produktion,POWER_FAIL,90
2021-05-21,TechSystems AG,HMI-Terminal,HMI-10,Linie 3,Nacht,209,9,9.0,38,77.0,69.5,v3.9,f3.6,Bestanden,5823.53,37.3,A-37549,abgeschlossen,POWER_FAIL,120
2021-05-21,Industrium GmbH,Control Panel,CP-430,Linie 1,Früh,86,5,7.2,9,87.3,83.5,v2.5,f1.3,Bestanden,1067.28,32.68,A-65425,in Produktion,POWER_FAIL,90
2021-05-21,TechSystems AG,Robust Panel PC,RPPC-1100,Linie 4,Spät,290,4,10.9,53,87.6,83.0,v4.7,f1.4,Bestanden,6434.63,38.47,A-21165,Fehler,TEMP_HIGH,120
2021-05-21,ControlWare KG,Embedded Box PC,EPC-30,Linie 3,Spät,132,1,5.3,48,60.9,56.1,v4.7,f1.0,Bestanden,6697.92,19.72,A-94048,abgeschlossen,TEMP_HIGH,75
2021-05-21,Industrium GmbH,Industrie-PC,IPC-150,Linie 4,Früh,55,5,1.8,29,69.6,64.1,v2.9,f3.3,Bestanden,6271.01,5.21,A-26996,Fehler,-,90
2021-05-22,NextFactory Solutions,Monitoring Unit,MON-820,Linie 2,Nacht,41,0,6.2,18,77.9,69.3,v2.6,f2.3,Bestanden,1776.95,12.48,A-86514,Fehler,I/O_ERROR,110
2021-05-22,Industrium GmbH,Industrie-Server,SRV-500,Linie 4,Spät,48,4,8.4,16,47.2,44.9,v3.8,f2.7,Bestanden,5320.55,30.46,A-37079,in Produktion,POWER_FAIL,90
2021-05-22,Industrium GmbH,Embedded Box PC,EPC-30,Linie 2,Spät,296,28,3.6,33,70.6,62.2,v1.3,f2.5,Bestanden,9236.18,34.53,A-97459,Fehler,I/O_ERROR,90
2021-05-23,TechSystems AG,Industrie-Server,SRV-500,Linie 4,Spät,48,4,2.7,22,88.5,86.8,v2.1,f2.5,Bestanden,5860.77,34.24,A-31506,Fehler,TEMP_HIGH,120
2021-05-23,Industrium GmbH,IO-Gateway,IOGW-55,Linie 3,Spät,280,3,4.4,14,73.6,64.8,v4.8,f2.2,Bestanden,3633.03,26.79,A-67047,pausiert,I/O_ERROR,90
2021-05-23,Industrium GmbH,Embedded Box PC,EPC-30,Linie 2,Spät,285,21,7.3,50,69.4,65.9,v4.1,f1.5,Bestanden,6898.97,27.28,A-35183,in Produktion,I/O_ERROR,90
2021-05-24,NextFactory Solutions,Robust Panel PC,RPPC-1000,Linie 4,Nacht,197,10,9.0,10,50.3,48.1,v4.5,f2.9,Bestanden,4440.8,6.34,A-14417,abgeschlossen,-,110
2021-05-24,Industrium GmbH,Automation Unit,AU-710,Linie 3,Nacht,92,6,1.4,31,78.9,75.8,v3.2,f2.8,Bestanden,3398.47,10.17,A-33202,abgeschlossen,-,90
2021-05-24,TechSystems AG,Automation Unit,AU-710,Linie 4,Spät,98,8,1.4,27,50.2,43.0,v2.5,f1.7,Bestanden,7849.23,37.46,A-14743,in Produktion,VIBRATION,120
2021-05-24,Industrium GmbH,Automation Unit,AU-700,Linie 2,Spät,269,10,2.1,22,74.7,68.7,v1.4,f3.6,Bestanden,4453.43,10.74,A-31620,abgeschlossen,VIBRATION,90
2021-05-24,NextFactory Solutions,Robust Panel PC,RPPC-1100,Linie 2,Nacht,126,2,3.4,14,72.3,68.4,v2.5,f2.8,Bestanden,2493.03,24.94,A-52277,Fehler,I/O_ERROR,110
2021-05-24,NextFactory Solutions,IO-Gateway,IOGW-55,Linie 1,Nacht,150,11,2.3,54,87.4,83.9,v2.8,f3.3,Bestanden,2810.27,10.77,A-97381,in Produktion,POWER_FAIL,110
2021-05-25,Industrium GmbH,Monitoring Unit,MON-800,Linie 3,Nacht,57,5,2.8,30,83.6,79.5,v3.4,f2.9,Bestanden,7111.54,33.39,A-82634,pausiert,VIBRATION,90
2021-05-25,Industrium GmbH,Automation Unit,AU-710,Linie 2,Nacht,239,5,7.3,56,55.6,52.7,v2.1,f1.2,Bestanden,1067.84,20.06,A-24622,in Produktion,VIBRATION,90
2021-05-25,ControlWare KG,Robust Panel PC,RPPC-1000,Linie 2,Früh,111,1,5.2,56,77.4,75.2,v1.5,f1.8,Bestanden,7966.94,35.19,A-52198,Fehler,I/O_ERROR,75
2021-05-26,ControlWare KG,Industrie-PC,IPC-100,Linie 3,Spät,52,3,1.6,30,75.1,69.8,v1.6,f2.0,Bestanden,4970.03,9.44,A-68491,Fehler,TEMP_HIGH,75
2021-05-26,Industrium GmbH,Control Panel,CP-470,Linie 1,Spät,235,17,5.6,28,62.5,60.2,v3.3,f2.2,Bestanden,4011.75,15.17,A-48837,abgeschlossen,POWER_FAIL,90
2021-05-26,Industrium GmbH,Robust Panel PC,RPPC-1100,Linie 2,Spät,86,1,5.3,54,68.6,60.9,v1.7,f2.2,Bestanden,8907.35,23.0,A-76346,pausiert,-,90
2021-05-26,TechSystems AG,Control Panel,CP-400,Linie 2,Nacht,252,7,2.9,48,66.4,62.4,v4.2,f2.7,Bestanden,3707.14,39.41,A-96494,pausiert,VIBRATION,120
2021-05-26,ControlWare KG,Embedded Box PC,EPC-35,Linie 3,Spät,192,2,5.9,18,82.8,75.6,v4.1,f2.7,Bestanden,6912.04,13.25,A-12917,Fehler,I/O_ERROR,75
2021-05-26,ControlWare KG,HMI-Terminal,HMI-15,Linie 1,Früh,89,7,3.9,10,63.2,56.6,v4.6,f3.0,Bestanden,6245.85,9.7,A-32864,abgeschlossen,POWER_FAIL,75
2021-05-27,ControlWare KG,Control Panel,CP-470,Linie 3,Früh,176,15,5.7,42,88.5,87.5,v2.4,f3.9,Bestanden,1431.17,33.18,A-13561,pausiert,I/O_ERROR,75
2021-05-27,Industrium GmbH,Edge Controller,EC-200,Linie 1,Spät,109,10,7.3,44,59.3,54.8,v4.2,f1.8,Bestanden,8396.11,13.32,A-27900,in Produktion,-,90
2021-05-27,ControlWare KG,Industrie-Server,SRV-500,Linie 4,Spät,105,8,8.9,52,63.4,54.8,v3.5,f2.6,Bestanden,7465.72,13.74,A-59448,Fehler,VIBRATION,75
2021-05-27,NextFactory Solutions,Industrie-Server,SRV-500,Linie 2,Früh,211,10,7.1,21,60.8,52.5,v1.7,f2.2,Bestanden,5698.29,23.32,A-33876,in Produktion,-,110
2021-05-27,TechSystems AG,Embedded Box PC,EPC-35,Linie 4,Spät,72,2,7.9,13,71.0,65.3,v1.5,f1.2,Bestanden,7101.75,5.79,A-56568,in Produktion,I/O_ERROR,120
2021-05-28,TechSystems AG,HMI-Terminal,HMI-10,Linie 4,Spät,32,1,9.5,43,66.6,65.0,v1.5,f1.7,Bestanden,5662.34,30.33,A-16352,in Produktion,VIBRATION,120
2021-05-28,NextFactory Solutions,Industrie-PC,IPC-100,Linie 3,Spät,295,25,6.9,39,46.7,43.9,v3.2,f1.4,Bestanden,5374.75,11.57,A-35042,abgeschlossen,-,110
2021-05-28,TechSystems AG,HMI-Terminal,HMI-15,Linie 4,Nacht,299,24,11.4,52,63.9,58.8,v2.4,f3.6,Bestanden,5394.87,17.05,A-87577,Fehler,POWER_FAIL,120
2021-05-28,TechSystems AG,Control Panel,CP-470,Linie 2,Früh,244,11,10.6,51,57.5,53.8,v2.2,f2.6,Bestanden,5492.63,34.82,A-29450,pausiert,TEMP_HIGH,120
2021-05-29,NextFactory Solutions,Monitoring Unit,MON-800,Linie 1,Nacht,122,11,11.9,56,60.7,56.8,v3.7,f2.5,Nicht bestanden,9449.09,24.99,A-32358,Fehler,POWER_FAIL,110
2021-05-29,Industrium GmbH,IO-Gateway,IOGW-55,Linie 2,Spät,136,4,10.9,28,61.5,54.1,v1.4,f1.3,Bestanden,2310.01,21.39,A-57182,in Produktion,POWER_FAIL,90
2021-05-29,NextFactory Solutions,Embedded Box PC,EPC-35,Linie 1,Früh,268,8,1.6,53,40.6,31.0,v4.2,f3.5,Bestanden,8430.08,34.42,A-96271,pausiert,TEMP_HIGH,110
2021-05-29,TechSystems AG,Embedded Box PC,EPC-30,Linie 3,Nacht,171,5,10.6,39,70.6,68.5,v4.5,f1.2,Bestanden,1242.76,35.51,A-95228,in Produktion,VIBRATION,120
2021-05-29,NextFactory Solutions,IO-Gateway,IOGW-50,Linie 3,Früh,200,13,2.5,52,85.9,76.0,v1.5,f2.5,Bestanden,6600.02,23.28,A-41802,in Produktion,TEMP_HIGH,110
2021-05-30,TechSystems AG,Robust Panel PC,RPPC-1100,Linie 4,Nacht,105,8,10.2,41,40.2,31.5,v3.4,f2.7,Bestanden,4772.28,23.81,A-56457,pausiert,-,120
2021-05-30,NextFactory Solutions,Industrie-PC,IPC-110,Linie 2,Nacht,257,13,10.6,48,77.5,76.4,v1.7,f3.9,Bestanden,2980.49,34.71,A-63453,abgeschlossen,I/O_ERROR,110
2021-05-30,Industrium GmbH,Control Panel,CP-430,Linie 1,Früh,29,0,7.1,16,60.0,54.3,v3.8,f2.2,Nicht bestanden,6725.62,17.37,A-67390,in Produktion,-,90
2021-05-30,ControlWare KG,Edge Controller,EC-250,Linie 3,Spät,180,14,7.9,59,56.4,54.2,v2.7,f1.7,Nicht bestanden,1382.61,25.73,A-38144,Fehler,POWER_FAIL,75
2021-05-31,Industrium GmbH,Industrie-Server,SRV-500,Linie 1,Spät,156,13,4.0,23,43.0,36.4,v3.6,f3.4,Bestanden,2356.0,35.13,A-57780,abgeschlossen,TEMP_HIGH,90
2021-05-31,ControlWare KG,Control Panel,CP-470,Linie 4,Spät,96,1,11.2,9,63.0,57.4,v2.7,f2.3,Bestanden,3168.95,10.5,A-92600,Fehler,TEMP_HIGH,75
2021-05-31,TechSystems AG,Automation Unit,AU-700,Linie 2,Spät,54,4,3.1,52,77.9,72.8,v4.4,f1.2,Bestanden,4721.33,17.73,A-98279,pausiert,I/O_ERROR,120
2021-05-31,ControlWare KG,HMI-Terminal,HMI-10,Linie 2,Spät,85,3,8.1,23,41.0,38.9,v1.1,f2.8,Bestanden,1735.25,31.18,A-60158,Fehler,TEMP_HIGH,75
2021-05-31,TechSystems AG,Monitoring Unit,MON-800,Linie 2,Nacht,111,8,9.3,15,44.6,39.7,v1.0,f3.7,Bestanden,9274.68,33.4,A-75698,Fehler,-,120
2021-05-31,NextFactory Solutions,Control Panel,CP-400,Linie 4,Spät,53,2,4.6,53,45.4,39.3,v3.3,f2.0,Bestanden,9665.41,7.06,A-69489,abgeschlossen,I/O_ERROR,110
2021-06-01,NextFactory Solutions,IO-Gateway,IOGW-55,Linie 2,Spät,242,12,1.9,18,88.0,84.0,v4.0,f2.8,Bestanden,1091.26,35.14,A-50497,in Produktion,POWER_FAIL,110
2021-06-01,TechSystems AG,Robust Panel PC,RPPC-1100,Linie 2,Spät,182,17,8.3,28,73.4,70.4,v1.7,f2.2,Bestanden,9878.39,36.91,A-95793,pausiert,VIBRATION,120
2021-06-01,TechSystems AG,Control Panel,CP-430,Linie 1,Früh,263,10,1.5,11,42.0,35.3,v1.6,f3.3,Bestanden,5437.8,30.15,A-19186,Fehler,-,120
2021-06-01,TechSystems AG,Edge Controller,EC-210,Linie 2,Spät,188,18,7.7,40,66.3,59.4,v1.3,f1.0,Bestanden,8120.12,15.34,A-87044,in Produktion,TEMP_HIGH,120
2021-06-01,ControlWare KG,Embedded Box PC,EPC-30,Linie 3,Spät,297,28,9.4,6,66.1,62.1,v4.2,f1.3,Bestanden,5176.32,32.41,A-95699,pausiert,VIBRATION,75
2021-06-01,ControlWare KG,Edge Controller,EC-210,Linie 3,Nacht,147,7,2.0,11,77.3,67.5,v3.1,f2.2,Bestanden,7269.86,36.0,A-88702,pausiert,VIBRATION,75
2021-06-02,TechSystems AG,HMI-Terminal,HMI-15,Linie 1,Nacht,70,6,3.3,0,46.5,40.0,v1.7,f3.8,Bestanden,9064.61,26.95,A-66620,in Produktion,TEMP_HIGH,120
2021-06-02,ControlWare KG,Monitoring Unit,MON-820,Linie 2,Früh,139,7,4.2,16,81.5,79.7,v4.9,f1.0,Bestanden,1436.72,21.58,A-52304,Fehler,VIBRATION,75
2021-06-02,NextFactory Solutions,Robust Panel PC,RPPC-1000,Linie 1,Früh,195,14,10.8,48,68.4,62.6,v3.0,f1.7,Bestanden,6458.63,16.51,A-51831,abgeschlossen,-,110
2021-06-03,ControlWare KG,Edge Controller,EC-210,Linie 4,Nacht,134,8,9.0,24,84.0,80.7,v4.2,f3.5,Nicht bestanden,4155.52,15.53,A-51715,in Produktion,VIBRATION,75
2021-06-03,ControlWare KG,Embedded Box PC,EPC-35,Linie 2,Früh,266,8,11.1,5,77.9,71.7,v4.3,f3.9,Bestanden,3523.48,37.45,A-57572,Fehler,I/O_ERROR,75
2021-06-03,NextFactory Solutions,Robust Panel PC,RPPC-1000,Linie 1,Spät,182,7,1.5,49,74.6,73.0,v3.3,f1.3,Bestanden,2996.77,38.03,A-26584,pausiert,-,110
2021-06-03,Industrium GmbH,Automation Unit,AU-710,Linie 1,Nacht,133,2,8.7,38,47.2,45.3,v2.4,f3.8,Bestanden,2413.62,13.9,A-75860,Fehler,VIBRATION,90
2021-06-04,TechSystems AG,Edge Controller,EC-250,Linie 1,Früh,218,15,2.7,44,58.7,50.3,v4.8,f2.1,Bestanden,4530.98,14.82,A-30566,pausiert,POWER_FAIL,120
2021-06-04,Industrium GmbH,HMI-Terminal,HMI-10,Linie 1,Nacht,190,9,8.3,55,54.0,45.4,v1.1,f3.0,Bestanden,6920.48,31.95,A-22713,Fehler,POWER_FAIL,90
2021-06-04,NextFactory Solutions,Embedded Box PC,EPC-35,Linie 4,Nacht,24,0,2.5,41,72.5,66.2,v2.5,f3.6,Bestanden,4183.11,5.92,A-84619,pausiert,I/O_ERROR,110
2021-06-04,ControlWare KG,Monitoring Unit,MON-800,Linie 3,Spät,182,11,8.0,38,60.2,54.6,v3.4,f2.7,Bestanden,8176.26,30.9,A-43306,abgeschlossen,POWER_FAIL,75
2021-06-04,ControlWare KG,Industrie-PC,IPC-110,Linie 1,Spät,231,7,6.2,58,77.5,73.6,v3.8,f1.4,Bestanden,3342.53,21.62,A-96186,abgeschlossen,I/O_ERROR,75
2021-06-04,NextFactory Solutions,Automation Unit,AU-710,Linie 4,Nacht,57,4,5.4,13,54.6,46.1,v3.5,f1.9,Bestanden,6696.95,12.26,A-30958,Fehler,VIBRATION,110
2021-06-05,Industrium GmbH,HMI-Terminal,HMI-15,Linie 3,Spät,267,15,3.7,39,64.6,56.8,v4.2,f1.7,Nicht bestanden,8768.15,27.23,A-76007,in Produktion,I/O_ERROR,90
2021-06-05,NextFactory Solutions,Industrie-Server,SRV-500,Linie 1,Nacht,70,1,8.5,30,42.6,36.4,v1.9,f1.4,Bestanden,5625.6,29.75,A-62658,pausiert,I/O_ERROR,110
2021-06-05,ControlWare KG,Robust Panel PC,RPPC-1000,Linie 4,Nacht,202,9,6.4,9,86.6,84.8,v3.0,f1.1,Bestanden,7460.93,22.34,A-32675,pausiert,I/O_ERROR,75
2021-06-05,ControlWare KG,Industrie-Server,SRV-500,Linie 4,Nacht,87,5,11.3,28,49.7,45.0,v3.3,f2.5,Bestanden,8124.91,16.95,A-82036,Fehler,POWER_FAIL,75
2021-06-06,ControlWare KG,Embedded Box PC,EPC-30,Linie 2,Spät,55,0,9.1,11,56.3,46.9,v3.5,f1.4,Bestanden,6668.02,18.89,A-81006,Fehler,VIBRATION,75
2021-06-06,NextFactory Solutions,Embedded Box PC,EPC-30,Linie 4,Nacht,116,11,9.1,47,88.8,87.1,v1.7,f3.9,Bestanden,8624.48,28.67,A-34281,abgeschlossen,-,110
2021-06-06,Industrium GmbH,Edge Controller,EC-210,Linie 1,Früh,179,4,5.2,54,85.0,75.2,v4.2,f2.6,Bestanden,9242.67,11.51,A-81547,Fehler,VIBRATION,90
2021-06-07,Industrium GmbH,IO-Gateway,IOGW-55,Linie 3,Früh,129,9,4.1,50,45.9,38.3,v3.2,f1.1,Bestanden,2712.67,14.52,A-39160,pausiert,I/O_ERROR,90
2021-06-07,Industrium GmbH,Embedded Box PC,EPC-30,Linie 3,Spät,52,1,10.9,14,86.2,82.8,v3.2,f2.7,Bestanden,9283.38,25.7,A-43023,Fehler,-,90
2021-06-07,NextFactory Solutions,Control Panel,CP-430,Linie 1,Spät,230,20,4.9,8,66.1,57.4,v3.8,f1.3,Bestanden,4258.53,27.93,A-76240,abgeschlossen,POWER_FAIL,110
2021-06-08,NextFactory Solutions,Edge Controller,EC-210,Linie 4,Nacht,106,2,6.0,19,85.8,75.8,v2.8,f3.0,Bestanden,9700.71,31.52,A-15906,in Produktion,POWER_FAIL,110
2021-06-08,ControlWare KG,Control Panel,CP-470,Linie 1,Früh,283,23,9.0,48,83.5,77.4,v1.5,f2.2,Bestanden,3754.97,5.27,A-90993,in Produktion,I/O_ERROR,75
2021-06-08,Industrium GmbH,Control Panel,CP-430,Linie 4,Spät,264,5,3.5,18,85.4,83.6,v2.6,f2.8,Bestanden,9219.83,37.7,A-57905,Fehler,VIBRATION,90
2021-06-09,Industrium GmbH,Robust Panel PC,RPPC-1100,Linie 2,Früh,39,2,10.3,1,45.2,38.6,v1.4,f1.3,Bestanden,7207.29,39.61,A-34399,pausiert,-,90
2021-06-09,ControlWare KG,Automation Unit,AU-710,Linie 1,Früh,29,2,1.6,29,69.5,62.7,v1.4,f2.6,Bestanden,1197.07,7.31,A-72363,pausiert,POWER_FAIL,75
2021-06-09,TechSystems AG,Automation Unit,AU-710,Linie 1,Spät,110,8,8.1,25,69.4,67.5,v3.2,f2.2,Bestanden,9063.2,25.03,A-99013,abgeschlossen,I/O_ERROR,120
2021-06-09,TechSystems AG,HMI-Terminal,HMI-10,Linie 1,Spät,55,2,9.3,24,55.7,53.5,v4.6,f2.7,Bestanden,7573.13,21.77,A-23279,in Produktion,POWER_FAIL,120
2021-06-09,NextFactory Solutions,IO-Gateway,IOGW-50,Linie 3,Früh,124,4,5.0,55,87.3,84.3,v3.4,f3.2,Bestanden,4611.95,12.87,A-50612,in Produktion,I/O_ERROR,110
2021-06-09,TechSystems AG,Industrie-PC,IPC-110,Linie 2,Spät,147,12,10.5,26,47.4,44.4,v1.2,f3.8,Bestanden,4295.19,36.98,A-59961,in Produktion,POWER_FAIL,120
2021-06-10,Industrium GmbH,Industrie-Server,SRV-500,Linie 4,Nacht,214,19,10.2,2,47.6,41.9,v3.1,f3.0,Bestanden,1510.81,12.69,A-72842,in Produktion,I/O_ERROR,90
